"61splitHere46","553144splitHere46","package org.nkl.ejb;<newline46mondego><newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import javax.ejb.Stateless;<newline46mondego>import javax.persistence.EntityManager;<newline46mondego>import javax.persistence.PersistenceContext;<newline46mondego><newline46mondego>import org.nkl.model.Message;<newline46mondego>import org.nkl.model.MessageHandler;<newline46mondego>import org.slf4j.Logger;<newline46mondego>import org.slf4j.LoggerFactory;<newline46mondego><newline46mondego>@Stateless<newline46mondego>public class MessageHandlerBean implements MessageHandler {<newline46mondego><newline46mondego>    @PersistenceContext<newline46mondego>    private EntityManager em;<newline46mondego><newline46mondego>    Logger logger = LoggerFactory.getLogger(MessageHandlerBean.class);<newline46mondego><newline46mondego>    public void saveMessages() {<newline46mondego>        logger.info(<doubleQuotes46>In saveMessages<doubleQuotes46>);<newline46mondego>        em.persist(new Message(<doubleQuotes46>Hello World<doubleQuotes46>));<newline46mondego>    }<newline46mondego><newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    public void showMessages() {<newline46mondego>        logger.info(<doubleQuotes46>In showMessages<doubleQuotes46>);<newline46mondego>        List messages = em.createQuery(<newline46mondego>                <doubleQuotes46>select m from Message m order by m.text asc<doubleQuotes46>).getResultList();<newline46mondego>        for (Object o : messages) {<newline46mondego>            logger.info(((Message) o).getText());<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"62splitHere46","553144splitHere46","package org.nkl.model;<newline46mondego><newline46mondego>import javax.persistence.CascadeType;<newline46mondego>import javax.persistence.Column;<newline46mondego>import javax.persistence.Entity;<newline46mondego>import javax.persistence.GeneratedValue;<newline46mondego>import javax.persistence.Id;<newline46mondego>import javax.persistence.JoinColumn;<newline46mondego>import javax.persistence.ManyToOne;<newline46mondego>import javax.persistence.Table;<newline46mondego><newline46mondego>@Entity<newline46mondego>@Table(name = <doubleQuotes46>MESSAGES<doubleQuotes46>)<newline46mondego>public class Message {<newline46mondego>    @Id<newline46mondego>    @GeneratedValue<newline46mondego>    @Column(name = <doubleQuotes46>MESSAGE_ID<doubleQuotes46>)<newline46mondego>    private Long id;<newline46mondego>    @Column(name = <doubleQuotes46>MESSAGE_TEXT<doubleQuotes46>)<newline46mondego>    private String text;<newline46mondego>    @ManyToOne(cascade = CascadeType.ALL)<newline46mondego>    @JoinColumn(name = <doubleQuotes46>NEXT_MESSAGE<doubleQuotes46>)<newline46mondego>    private Message nextMessage;<newline46mondego><newline46mondego>    public Message(String text) {<newline46mondego>        this.text = text;<newline46mondego>    }<newline46mondego><newline46mondego>    Message() {}<newline46mondego><newline46mondego>    // setters/getters not shown.<newline46mondego><newline46mondego>}<newline46mondego>"
"63splitHere46","553725splitHere46","public class SpringWACListener implements ServletContextAttributeListener {<newline46mondego>    public void attributeAdded(ServletContextAttributeEvent scab) {<newline46mondego>        if (WebApplicationContext.<newline46mondego>            ROOT_WEB_APPLICATION_CONTEXT_ATTRIBUTE.<newline46mondego>            equals(scab.getName()) {<newline46mondego>            myCentralisedMonitor.notify(<doubleQuotes46>added<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    // same for others<newline46mondego>}<newline46mondego>"
"64splitHere46","553931splitHere46","XPathLexer"
"65splitHere46","553931splitHere46","ProprietaryLexer"
"66splitHere46","553931splitHere46","%inherit"
"67splitHere46","554324splitHere46","public static long copyLarge(InputStream input, OutputStream output)<newline46mondego>       throws IOException {<newline46mondego>   byte[] buffer = new byte[DEFAULT_BUFFER_SIZE];<newline46mondego>   long count = 0;<newline46mondego>   int n = 0;<newline46mondego>   while ((n = input.read(buffer))>=0) {<newline46mondego>       output.write(buffer, 0, n);<newline46mondego>       count += n;<newline46mondego>   }<newline46mondego>   return count;<newline46mondego>"
"68splitHere46","554707splitHere46","fn:replace(./nodea/nodeb, <doubleQuotes46>.*B=(.*?);.*<doubleQuotes46>, <doubleQuotes46>$1<doubleQuotes46>)<newline46mondego>"
"69splitHere46","554777splitHere46","sort(List list, Comparator c)"
"70splitHere46","554777splitHere46","SortedSet"
"71splitHere46","555192splitHere46","CriteriaImpl c = (CriteriaImpl)query;<newline46mondego>SessionImpl s = (SessionImpl)c.getSession();<newline46mondego>SessionFactoryImplementor factory = (SessionFactoryImplementor)s.getSessionFactory();<newline46mondego>String[] implementors = factory.getImplementors( c.getEntityOrClassName() );<newline46mondego>CriteriaLoader loader = new CriteriaLoader((OuterJoinLoadable)factory.getEntityPersister(implementors[0]),<newline46mondego>    factory, c, implementors[0], s.getEnabledFilters());<newline46mondego>Field f = OuterJoinLoader.class.getDeclaredField(<doubleQuotes46>sql<doubleQuotes46>);<newline46mondego>f.setAccessible(true);<newline46mondego>String sql = (String)f.get(loader);<newline46mondego>"
"72splitHere46","555664splitHere46","private final Image                     image;                                  //<newline46mondego><newline46mondego>protected void paintForeground(Graphics2D gc, int wid, int hgt) {<newline46mondego>    ...<newline46mondego>    gc.drawImage(image,dx,dy,(dx+width),(dy+height),0,0,width,height,null);<newline46mondego>    ...<newline46mondego>    }<newline46mondego>"
